urls,names,bio,birth,death,place
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D0%B5%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Каменев, Георгий Кириллович","Георгий Кириллович Каменев (16 марта 1960, Москва — 3 ноября 2020[1]	, там же) — российский математик, доктор физико-математических наук (2005), ведущий научный сотрудник ВЦ ФИЦ ИУ РАН, член Диссертационного совета ФУПМ МФТИ[2]. Также известен как священник, штатный клирик московского храма Богоявления Господня бывшего Богоявленского монастыря.",16 марта 1960(1960-03-16),3 ноября 2020(2020-11-03) (60 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D1%83%D1%81%D1%82%D0%B8%D0%BD,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%93%D0%B8%D1%80%D1%88%D0%B5%D0%B2%D0%B8%D1%87","Капустин, Николай Гиршевич","Никола́й Ги́ршевич Капу́стин (22 ноября 1937, Горловка, УССР, СССР — 2 июля 2020, Москва)[1] — советский и российский композитор, джазовый пианист.",Николай Гиршевич Капустин,"Горловка, УССР, СССР",2 июля 2020(2020-07-02) (82 года)
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%81%D0%B0%D1%82%D0%BA%D0%B8%D0%BD,_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87","Касаткин, Леонид Леонидович","Леони́д Леони́дович Каса́ткин (30 декабря 1926, Фрунзе — 13 сентября 2020[1], Москва) — советский и российский лингвист, специалист по фонетике русского языка и диалектологии. Доктор филологических наук (1986), профессор МГУ (1993—2004), до 2012 года возглавлял отдел диалектологии и лингвистической географии Института русского языка им. В. В. Виноградова РАН (с 1998 года), до 2017 года работал в отделе современного русского языка.",30 декабря 1926(1926-12-30),13 сентября 2020(2020-09-13) (93 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D0%B5%D0%B2%D0%B0,_%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0","Катаева, Елена Георгиевна","Елена Георгиевна Катаева (урожд. Солякина; 14 июня 1956, Ленинград — 10 января 2021, Москва) — кандидат технических наук, доктор политических наук, доцент; ректор университета «Станкин».",,,
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%BA%D0%B8%D0%B9,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Кательницкий, Иван Иванович","Иван Иванович Кательницкий (1946 — 4 июля 2021) — специалист в области сосудистой хирургии. Доктор медицинских наук, профессор. Заслуженный врач Российской Федерации. Заведующий кафедрой хирургии № 1 Ростовского медицинского университета. Член правления Всероссийского общества ангиологов и сосудистых хирургов и член исполкома ассоциации флебологов России.",,,
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%87%D0%B0%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Качан, Владимир Андреевич","Влади́мир Андре́евич Кача́н (18 мая 1947, Ворошилов, Приморский край — 7 мая 2021, Москва) — советский и российский актёр, музыкант, писатель. Народный артист Российской Федерации (2004)[1].",Владимир Андреевич Качан,"Ворошилов, Приморский край, РСФСР, СССР",7 мая 2021(2021-05-07) (73 года)
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B2%D0%B0%D1%81%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Квасников, Михаил Юрьевич","Михаил Юрьевич Квасников (21 августа 1970 года, Москва — 2 июля 2021 года, Москва) — российский учёный, специалист в области лакокрасочных материалов, один из ведущих специалистов в области электроосаждения, профессор, доктор технических наук.",21 августа 1970(1970-08-21),2 июля 2021(2021-07-02) (50 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D1%8C%D0%BD%D0%B5%D1%80,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%95%D1%84%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87","Кельнер, Виктор Ефимович","Ви́ктор Ефи́мович Ке́льнер (23 февраля 1945, Москва — 24 февраля 2021, Санкт-Петербург) — советский и российский историк.",23 февраля 1945(1945-02-23),24 февраля 2021(2021-02-24) (76 лет),"Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D1%81%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Кирсанов, Владимир Иванович","Влади́мир Ива́нович Кирса́нов (13 августа 1947 — 20 марта 2021) —  советский и российский эстрадный танцовщик (чечётка), хореограф, педагог. Заслуженный артист Российской Федерации (1995). Профессор Российского института театрального искусства (ГИТИС).",Владимир Иванович Кирсанов,"село Иваньково, Вышневолоцкий район, Тверская область, СССР",20 марта 2021(2021-03-20) (73 года)
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B2%D0%B0%D0%BB%D1%8C,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87","Коваль, Виктор Станиславович","Ви́ктор Станисла́вович Кова́ль (29 сентября 1947, Москва — 1 февраля 2021, там же) — русский поэт, прозаик, художник, актёр кино. Известны также песни на его стихи, исполнявшиеся Андреем Липским.",29 сентября 1947(1947-09-29),1 февраля 2021(2021-02-01) (73 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8C%D0%BA%D0%B0,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Колька, Василий Васильевич","Василий Васильевич Колька (4 октября 1957, Виноградов, Закарпатская область — 23 апреля 2020[1], Мурманск) — российский учёный-геолог, заведующий лабораторией геологии и минерагении новейших отложений Геологического института КНЦ РАН, исследователь Кольского полуострова и Карелии, специализировался в геологии отложений четвертичного периода[2].",4 октября 1957(1957-10-04),23 апреля 2020(2020-04-23)[1] (62 года),"Мурманск, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BB%D0%B5%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Комлев, Андрей Петрович","Андрей Петрович Комлев (7 мая 1947, Свердловск — 5 августа 2021, Екатеринбург) — советский и российский писатель, поэт, прозаик, переводчик, педагог и историк культуры. Член Союза писателей России (1992). Лауреат Премии имени П. П. Бажова (2003).",,,
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%BE%D0%BF%D0%BB%D1%91%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Коноплёв, Сергей Александрович","Сергей Александрович Коноплёв (4 июля 1949, Ташкент — 23 ноября 2020, Тверь) — российский актёр театра, кино и телевидения. Окончил Театрально-художественный институт имени А. Н. Островского, актёрское и театроведческое отделения (Ташкент). Работал в Ташкентском государственном русском ТЮЗе, Рязанском театре драмы, Государственном русском академическом театре драмы им. Горького (Ташкент). С 1990 года — актёр Тверского ТЮЗа.",4 июля 1949(1949-07-04),23 ноября 2020(2020-11-23) (71 год),"Тверь, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Константинов, Николай Николаевич",Никола́й Никола́евич Константи́нов (2 января 1932 — 3 июля 2021[1]) — советский и российский математик и педагог. Лауреат премии Правительства РФ в области образования (2008). Лауреат Премии Пола Эрдёша за выдающийся вклад в развитие математического образования (1992)[2].,2 января 1932(1932-01-02),3 июля 2021(2021-07-03) (89 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B5%D0%BD%D0%B5%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Коренев, Владимир Борисович","Влади́мир Бори́сович Ко́ренев (20 июня 1940, Севастополь, СССР — 2 января 2021, Москва[2], Россия) — советский и российский актёр театра и кино, педагог; народный артист РФ (1998)[3].",Владимир Борисович Коренев,"Севастополь, Крымская АССР, РСФСР, СССР",2 января 2021(2021-01-02)[1] (80 лет)
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A6%D0%B5%D0%B7%D0%B0%D1%80%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Короленко, Цезарь Петрович","Це́зарь Петро́вич Короле́нко (3 октября 1933, Брест-над-Бугом, Польша — 14 июля 2020, Новосибирск[1]) — советский и российский психиатр, психотерапевт, доктор медицинских наук, профессор, заслуженный деятель науки Российской Федерации (2002), член-корреспондент СО РАН высшей школы, член секции транскультуральной психиатрии Всемирной психиатрической ассоциации ВОЗ, действительный член Нью-Йоркской академии наук, почётный профессор Новосибирского государственного медицинского университета[2], член редколлегии журнала «Антропология и медицина» (Лондон)[3].",3 октября 1933(1933-10-03),14 июля 2020(2020-07-14) (86 лет),"Новосибирск, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D1%81%D1%82%D0%B5%D0%BB%D1%91%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Коростелёв, Николай Борисович","Николай Борисович Коростелёв (22 декабря 1929, Москва — 29 октября 2020[1]) — советский и российский врач-гигиенист, историк медицины, москвовед, кандидат медицинских наук (1969), профессор 1-го МГМУ имени И. М. Сеченова[2], автор многих книг для детей и взрослых о природе и сохранении здоровья, а также научных публикаций в области истории медицины и методики её преподавания[3][4].",22 декабря 1929(1929-12-22),29 октября 2020(2020-10-29) (90 лет),СССР → Россия
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%8E%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%BD%D0%B0","Корюкина, Ирина Петровна","Ири́на Петро́вна Корю́кина (21 февраля 1953, Молотов — 7 декабря 2020, Пермь) — российский педиатр, ректор Пермского государственного медицинского университета имени академика Е. А. Вагнера. Доктор медицинских наук (1992), профессор (1993), заслуженный деятель науки Российской Федерации (2003). Депутат Законодательного собрания Пермского края от партии «Единая Россия» первого (2006—2011), второго (2011—2016) и третьего (2016—2020) созывов.",2005,"Черкасов, Владимир Аристархович (как ректор ПермГМА)","Минаева, Наталия Витальевна (и. о.)"
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%88%D0%B5%D0%BB%D0%BE%D1%85%D0%BE%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Кошелохов, Борис Николаевич","Борис Николаевич Кошелохов (1942, Златоуст — 11 июля 2021, Санкт-Петербург), известный в художественном Петербурге под прозвищем Боб[1] — советский и российский художник-авангардист.",1942(1942),11 июля 2021(2021-07-11),"Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D0%BF%D0%B8%D0%B2%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Крапивин, Владислав Петрович","Владисла́в Петро́вич Крапи́вин (14 октября 1938[1][2], Тюмень, Омская область — 1 сентября 2020[3][1], Екатеринбург[3]) — советский, русский детский писатель, поэт, сценарист, журналист и педагог. Лауреат Премии Ленинского комсомола (1974) и Премии Президента Российской Федерации (2014).",14 октября 1938(1938-10-14)[1][2],1 сентября 2020(2020-09-01)[3][1] (81 год),"Екатеринбург, Россия[3]"
"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%BD%D0%B5%D1%86%D0%BE%D0%B2,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B4%D0%BE%D0%BC%D1%80%D0%B8%D1%81%D1%82)","Кузнецов, Виктор Александрович (домрист)","Кузнецов Виктор Александрович (13 июня 1937, Сталинград — 14 декабря 2020[1], Нижний Новгород) — домрист, народный артист России (2007)[2], профессор Нижегородской консерватории.",13 июня 1937(1937-06-13),14 декабря 2020(2020-12-14) (83 года),"Нижний Новгород, Россия"
"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%8C%D0%BA%D0%BE%D0%B2,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Кульков, Василий Сергеевич",,Василий Сергеевич Кульков,10 октября 2020(2020-10-10)[3] (54 года),Россия СССР
"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B0%D0%BA%D0%BE%D0%B2,_%D0%9B%D0%B5%D0%B2_%D0%9F%D0%B0%D0%BD%D1%82%D0%B5%D0%BB%D0%B5%D0%B9%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Кураков, Лев Пантелеймонович","Лев Пантелеймо́нович Курако́в (4 января 1943, Чувашские Ишаки, Чкаловский район, Чувашская АССР, РСФСР, СССР — 21 декабря 2020,  Чебоксары, Российская Федерация) — советский и российский организатор высшего образования, учёный-экономист; государственный деятель.",,Николай Иванов,
"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%86%D0%B5%D0%B2,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%D0%BE%D0%B2%D0%B8%D1%87","Куцев, Геннадий Филиппович","Генна́дий Фили́ппович Ку́цев (также Шафранов-Куцев; 17 сентября 1938[1], Ушумун, Амурская область, СССР[3] — 9 октября 2020[2], Тюмень[3]) — советский и российский философ, социолог. Доктор философских наук (1978), профессор (1980), заслуженный деятель науки Российской Федерации, академик РАО (2015), научный руководитель Тюменского государственного университета. Главный редактор «Большой Тюменской энциклопедии» (2004—2009 годы)[4].",1992,"Ивандаев, Алексей Иванович","Чеботарёв, Геннадий Николаевич"
"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%BD%D0%B8%D1%80,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Кушнир, Алексей Михайлович","Алексей Михайлович Кушнир (19 ноября 1958, Карельская АССР — 9 июля 2021[1]) — руководитель издательского дома «Народное образование» и главный редактор одноимённого журнала (одного из старейших и известнейших в России) и ряда других изданий, в том числе созданных под его руководством и при участии. Известный учёный в области методик преподавания русского языка и ряда других предметов в начальной школе. После учёбы и стажировки в США в 1992—1993 гг. присвоена степень MBA по специальности «антикризисное управление».",19 ноября 1958(1958-11-19),9 июля 2021(2021-07-09) (62 года),СССР Россия
"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BD%D0%BE%D0%B2%D0%BE%D0%B9,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Лановой, Василий Семёнович","Васи́лий Семёнович Ланово́й (16 января 1934, Москва — 28 января 2021[1], Москва) — советский и российский актёр театра и кино, мастер художественного слова (чтец), общественный деятель, театральный педагог. Артист Государственного академического театра им. Е. Вахтангова (1957—2021). Герой Труда Российской Федерации (2019), народный артист СССР (1985)[2], лауреат Ленинской премии (1980). Почётный гражданин Москвы (2020).",16 января 1934(1934-01-16),28 января 2021(2021-01-28)[1] (87 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%85%D0%B8%D0%BD,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Лахин, Юрий Николаевич","Ю́рий Никола́евич Ла́хин (23 июля 1952, Запорожье — 27 января 2021, Москва) — советский и российский актёр театра и кино. Заслуженный артист РСФСР (1988).",Юрий Николаевич Лахин,"Запорожье, Украинская ССР, СССР",27 января 2021(2021-01-27) (68 лет)
"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%9F%D1%91%D1%82%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Леонов, Пётр Михайлович","Пётр Михайлович Леонов (1951—2021) — советский и российский деятель культуры, один из основателей и первый директор Музея Владимира Высоцкого.",2 февраля 1951(1951-02-02),27 мая 2021(2021-05-27) (70 лет),"Соловецкие острова, Россия"
"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BD%D1%81%D0%BA%D0%BE%D0%B9,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87","Лонской, Валерий Яковлевич","Валерий Яковлевич Лонской (21 марта 1941, Хабаровск — 6 июня 2021, Москва) — советский и российский кинорежиссёр, сценарист и писатель. Народный артист Российской Федерации (2001).",Валерий Яковлевич Лонской,"Хабаровск, РСФСР, СССР",6 июня 2021(2021-06-06) (80 лет)
"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BF%D1%83%D1%85%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Лопухин, Владимир Михайлович","Влади́мир Миха́йлович Лопухи́н (23 мая 1952, Москва — 25 мая 2020, там же[2]) — советский экономист, министр топлива и энергетики Российской Федерации (1991—1992), великий мастер Русской великой регулярной ложи (2001—2007), великий командор Верховного совета Российской федерации Древнего и принятого шотландского устава (2008—2015).",,должность учреждена;он же как Министр топлива и энергетики РСФСР,Виктор Степанович Черномырдин
"https://ru.wikipedia.org/wiki/%D0%9B%D1%8B%D1%81%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Лысенко, Анатолий Григорьевич","Анато́лий Григо́рьевич Лысе́нко (14 апреля 1937, Винница, Винницкая область, Украинская ССР, СССР — 20 июня 2021, Москва, Россия) — советский и российский деятель телевидения, журналист, режиссёр, продюсер, сценарист. Генеральный директор АНО «Общественное телевидение России» (18 июля 2012 — 20 июня 2021). Заслуженный деятель искусств России (1999), Заслуженный журналист России (2018). Лауреат Государственной премии СССР (1978) и премии Правительства России (2014).",,Александр Пономарёв (и.о.)Виталий Игнатенко,
"https://ru.wikipedia.org/wiki/%D0%9B%D1%8F%D0%B4%D0%BE%D0%B2%D0%B0,_%D0%9B%D1%8E%D0%B4%D0%BC%D0%B8%D0%BB%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0","Лядова, Людмила Алексеевна","Людми́ла Алексе́евна Ля́дова (29 марта 1925, Свердловск, СССР — 10 марта 2021[1], Москва[2], Россия) — советский и российский композитор, пианистка, певица; народная артистка РСФСР (1984).",Людмила Алексеевна Лядова,"Свердловск, РСФСР, СССР",10 марта 2021(2021-03-10) (95 лет)
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B9%D0%BA%D0%B0%D0%BF%D0%B0%D1%80,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Майкапар, Александр Евгеньевич","Алекса́ндр Евге́ньевич Майкапа́р (4 декабря 1946, Москва — 1 июня 2021) — советский и российский пианист, клавесинист, органист, музыковед, искусствовед, переводчик. Профессор Российской академии музыки имени Гнесиных. Заслуженный артист Российской Федерации (1999). Внук Самуила Майкапара.",4 декабря 1946(1946-12-04),1 июня 2021(2021-06-01) (74 года),СССР Россия
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Максимов, Виталий Васильевич","Виталий Васильевич Максимов (1941—2020) — советский и российский виолончелист, дирижёр и музыкальный педагог, профессор Института искусств и культуры и заслуженный профессор Томского государственного университета. Заслуженный артист РСФСР (1985).",15 мая 1941(1941-05-15),2 ноября 2020(2020-11-02) (79 лет),"Томск, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D1%81%D1%8E%D1%82%D0%B0,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Максюта, Николай Кириллович","Коммунистическая партия Советского Союза (1985-1991)
Независимый (1991-2000)",,Попова Е. В.,Иван Петрович Шабунин
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8F%D1%80%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A4%D0%B5%D0%BB%D0%B8%D0%BA%D1%81_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Маляренко, Феликс Васильевич","Фе́ликс Васи́льевич Маляре́нко (2 февраля 1951 — 29 октября 2020[1]) — российский поэт и прозаик, автор произведений для детей и юношества. Председатель Саратовского регионального отделения Российского союза писателей с 2017 по 2019 год.",Феликс Васильевич Маляренко,"Биробиджан, СССР",29 октября 2020(2020-10-29) (69 лет)
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BC%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%A0%D1%83%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Мамиконов, Георгий Рубенович","Георгий Рубенович Мамиконов (25 марта 1945, Москва — 28 июня 2021, там же) — советский и российский певец. Основатель и руководитель шоу-группы «Доктор Ватсон» (1985—2021). Заслуженный деятель искусств Российской Федерации (2006)[1]. Заслуженный артист Российской Федерации (1995)[2].",25 марта 1945(1945-03-25),28 июня 2021(2021-06-28) (76 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%9F%D1%91%D1%82%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Мамонов, Пётр Николаевич","Пётр Никола́евич Мамо́нов (14 апреля 1951, Москва — 15 июля 2021, там же) — советский и российский рок-музыкант, актёр, поэт и радиоведущий. Известен по музыкальной группе «Звуки Му», кинофильмам и моноспектаклям.",Пётр Николаевич Мамонов,"Москва, СССР",15 июля 2021(2021-07-15)[2] (70 лет)
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%B3%D0%B5%D0%BB%D0%BE%D0%B2,_%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Маргелов, Виталий Васильевич","Вита́лий Васи́льевич Марге́лов (1 декабря 1941, Молотов — 22 марта 2021, Москва) — советский и российский разведчик. Заместитель директора Службы внешней разведки Российской Федерации (1997—2003), генерал-полковник (2001).",1 декабря 1941(1941-12-01),22 марта 2021(2021-03-22) (79 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Марченко, Константин Константинович","Константи́н Константи́нович Ма́рченко (6 сентября 1939, Ленинград — 1 октября 2020, Санкт-Петербург) — советский и российский историк-антиковед, археолог, скифолог, доктор исторических наук, заведующий отделом истории античной культуры Института истории материальной культуры РАН, специалист по античной археологии Северного Причерноморья, взаимоотношениям греков и варваров в Северном Причерноморье.",6 сентября 1939(1939-09-06),1 октября 2020(2020-10-01) (81 год),"Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D1%81%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A1%D0%B0%D0%BC%D0%BE%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Массарский, Александр Самойлович",,Арнольд Самуилович Массарский[1],"Городок, Витебский округ, Белорусская ССР, СССР",18 декабря 2020(2020-12-18) (92 года)
